simple_04_B_c.png,1.63E-03,-2.77E-02,9.32E-03
simple_14_B_c.png,-3.75E-02,-2.81E-02,-8.33E-03
complex_01_A_b.png,2.18E-01,1.25E-01,-7.36E-02
complex_11_A_b.png,7.62E-03,-1.85E-02,7.54E-02
simple_16_A_d.png,-1.14E-02,4.89E-02,1.26E-01
simple_06_A_d.png,-9.63E-02,1.34E-02,-6.68E-02
simple_07_A_a.png,8.21E-02,-4.97E-03,-9.44E-02
simple_17_A_a.png,-7.30E-02,-2.70E-02,6.52E-03
complex_08_A_a.png,1.82E-01,-8.26E-02,1.55E-01
complex_18_A_a.png,1.75E-01,1.23E-02,1.01E-01
simple_14_B_b.png,-4.52E-02,-2.74E-02,-2.64E-02
simple_04_B_b.png,2.10E-02,-2.60E-02,3.90E-02
complex_11_A_a.png,8.82E-02,-5.66E-02,1.19E-02
complex_01_A_a.png,1.88E-01,1.03E-01,-3.01E-02
simple_17_A_b.png,-8.77E-02,-3.10E-02,-1.95E-02
simple_07_A_b.png,8.37E-02,-1.84E-02,-1.37E-01
complex_18_A_b.png,1.37E-01,-4.09E-02,1.13E-01
complex_08_A_b.png,1.74E-01,-8.47E-02,1.68E-01
simple_07_A_c.png,1.31E-01,2.03E-02,-1.92E-01
simple_17_A_c.png,-4.70E-02,1.23E-02,-3.36E-02
simple_15_B_d.png,-2.55E-02,1.23E-02,-3.34E-02
simple_05_B_d.png,-1.36E-01,2.18E-01,-9.11E-02
simple_20_A_d.png,2.78E-02,-5.32E-02,-2.11E-02
simple_04_B_a.png,1.88E-02,-2.72E-02,3.04E-02
simple_14_B_a.png,-3.30E-02,-2.37E-02,6.92E-03
simple_06_A_b.png,-4.88E-02,-3.71E-02,-1.24E-01
simple_16_A_b.png,-6.69E-02,-7.11E-02,7.00E-02
complex_10_A_a.png,2.15E-01,-2.30E-03,3.50E-02
complex_09_A_b.png,2.28E-01,1.55E-01,6.51E-02
complex_19_A_b.png,2.67E-01,1.15E-02,-6.63E-02
simple_15_B_a.png,-6.96E-03,-1.82E-03,-2.40E-02
simple_05_B_a.png,-1.24E-01,2.28E-01,-1.06E-01
simple_20_A_a.png,9.44E-04,-8.15E-02,1.92E-02
simple_16_A_c.png,-7.24E-03,4.78E-02,1.15E-01
simple_06_A_c.png,-9.19E-02,1.03E-02,-8.04E-02
simple_04_B_d.png,1.73E-02,-3.91E-02,2.85E-02
simple_14_B_d.png,-3.75E-02,-2.02E-02,2.98E-03
simple_16_A_a.png,-5.95E-02,-4.12E-02,3.80E-02
simple_06_A_a.png,-3.07E-02,-4.07E-02,-9.50E-02
simple_20_A_c.png,2.87E-02,-5.26E-02,-2.06E-02
simple_15_B_c.png,-2.44E-02,6.50E-03,-1.88E-02
simple_05_B_c.png,-1.36E-01,2.20E-01,-8.24E-02
simple_07_A_d.png,1.28E-01,1.62E-02,-1.88E-01
simple_17_A_d.png,-6.13E-02,-6.17E-03,-2.97E-02
complex_10_A_b.png,2.03E-01,-1.24E-02,6.33E-02
complex_19_A_a.png,2.94E-01,4.91E-02,-5.37E-02
complex_09_A_a.png,2.19E-01,1.21E-01,2.24E-02
simple_05_B_b.png,-1.41E-01,2.24E-01,-8.77E-02
simple_15_B_b.png,-2.05E-02,3.60E-03,-3.60E-02
simple_20_A_b.png,-2.50E-02,-9.36E-02,-4.35E-02
simple_14_A_b.png,-4.38E-02,-6.71E-02,-1.23E-02
simple_04_A_b.png,-5.71E-02,-1.74E-01,5.08E-02
complex_12_A_a.png,1.86E-01,5.58E-02,1.11E-01
complex_02_A_a.png,1.31E-01,-7.08E-02,1.88E-02
simple_07_B_a.png,6.15E-03,4.22E-02,-4.07E-02
simple_17_B_a.png,-7.19E-03,3.12E-02,9.43E-03
complex_24_A_b.png,2.41E-01,1.25E-02,7.60E-02
simple_16_B_d.png,4.11E-02,-1.63E-02,6.45E-02
simple_06_B_d.png,-1.10E-01,5.29E-03,-6.50E-02
simple_04_A_c.png,-4.67E-02,-3.02E-02,8.59E-02
simple_14_A_c.png,-5.93E-02,1.31E-02,3.02E-02
simple_04_A_a.png,-5.30E-02,-1.21E-01,4.87E-02
simple_14_A_a.png,-9.55E-03,-7.76E-02,-8.48E-02
simple_20_B_d.png,-7.83E-02,-5.92E-04,6.55E-02
complex_02_A_b.png,1.48E-01,-7.54E-02,-5.46E-02
complex_12_A_b.png,1.16E-01,7.60E-03,1.24E-02
simple_15_A_d.png,-6.03E-02,-1.72E-02,2.18E-02
simple_05_A_d.png,-1.79E-01,2.28E-01,-3.60E-02
simple_07_B_c.png,-8.35E-03,2.30E-03,-5.88E-02
simple_17_B_c.png,-2.06E-02,3.63E-02,-3.24E-02
simple_17_B_b.png,-2.64E-02,4.57E-02,-1.18E-02
simple_07_B_b.png,-1.49E-02,1.25E-02,-2.52E-02
complex_24_A_a.png,2.55E-01,1.12E-02,5.42E-02
simple_04_A_d.png,-4.48E-02,-3.65E-02,8.25E-02
simple_14_A_d.png,-5.15E-02,1.95E-02,1.93E-02
complex_13_A_b.png,1.68E-01,-6.84E-02,4.80E-02
complex_03_A_b.png,1.46E-01,-2.42E-02,1.14E-01
simple_16_B_c.png,6.16E-03,-2.93E-03,9.12E-02
simple_06_B_c.png,-1.08E-01,2.85E-02,-8.09E-02
simple_20_B_a.png,-8.36E-02,2.85E-03,6.45E-02
simple_15_A_a.png,-9.98E-02,2.34E-03,-6.82E-03
simple_05_A_a.png,-2.38E-01,1.79E-01,-9.98E-02
simple_06_B_b.png,-1.21E-01,2.07E-02,-9.48E-02
simple_16_B_b.png,2.04E-02,-1.50E-04,8.32E-02
complex_03_A_a.png,1.15E-01,-5.55E-02,1.07E-01
complex_13_A_a.png,1.89E-01,-6.07E-02,7.12E-02
simple_20_B_b.png,-8.02E-02,9.99E-04,5.86E-02
simple_05_A_b.png,-2.33E-01,1.92E-01,-1.06E-01
simple_15_A_b.png,-7.46E-02,-2.21E-02,-8.90E-03
simple_07_B_d.png,-1.88E-02,1.67E-02,-4.93E-02
simple_17_B_d.png,-2.25E-02,4.80E-02,-1.15E-02
simple_15_A_c.png,-5.29E-02,6.26E-03,1.53E-02
simple_05_A_c.png,-1.75E-01,2.21E-01,-3.82E-02
simple_20_B_c.png,-7.94E-02,-3.81E-03,6.74E-02
simple_16_B_a.png,5.62E-03,-2.65E-02,3.37E-02
simple_06_B_a.png,-1.14E-01,1.85E-02,-7.12E-02
simple_10_A_c.png,-8.84E-02,-1.44E-02,-6.31E-02
simple_12_B_d.png,-2.72E-02,-2.26E-02,-3.16E-02
simple_02_B_d.png,-1.51E-01,1.23E-01,8.15E-03
complex_20_A_b.png,1.99E-01,5.38E-02,7.72E-02
simple_03_B_a.png,-3.35E-02,-3.08E-02,-4.73E-02
simple_13_B_a.png,-1.46E-01,9.83E-02,7.97E-02
simple_08_A_d.png,-8.30E-02,-7.15E-02,-6.62E-03
simple_18_A_d.png,1.87E-01,-1.03E-01,-7.21E-02
simple_19_A_a.png,5.09E-02,-1.49E-01,-8.57E-02
simple_09_A_a.png,-9.23E-02,-1.27E-01,-6.11E-02
complex_16_A_a.png,1.43E-01,7.87E-02,6.12E-02
complex_06_A_a.png,1.46E-01,1.16E-01,4.01E-02
simple_10_A_b.png,-1.04E-01,-1.53E-01,-7.96E-02
complex_20_A_a.png,2.37E-01,4.51E-02,4.17E-02
simple_13_B_b.png,-1.68E-01,6.18E-02,9.85E-02
simple_03_B_b.png,-5.04E-03,-1.16E-02,-2.80E-02
simple_19_A_c.png,5.25E-02,-7.45E-02,-1.21E-02
simple_09_A_c.png,-5.51E-02,-4.49E-02,-3.39E-02
simple_09_A_b.png,-5.81E-02,-1.50E-01,-9.48E-02
simple_19_A_b.png,-8.82E-03,-1.44E-01,-1.04E-01
simple_03_B_c.png,-1.53E-02,-2.35E-02,-4.38E-02
simple_13_B_c.png,-1.72E-01,6.12E-02,9.71E-02
simple_11_A_d.png,-1.23E-01,4.00E-02,1.76E-01
simple_01_A_d.png,-4.03E-02,-1.32E-02,-9.23E-02
complex_06_A_b.png,1.38E-01,1.18E-01,5.07E-02
complex_16_A_b.png,1.62E-01,1.10E-01,2.01E-02
simple_10_A_a.png,-7.95E-02,-1.47E-01,-1.05E-01
complex_21_A_a.png,2.02E-01,9.70E-02,-2.77E-02
simple_02_B_b.png,-1.58E-01,1.26E-01,2.11E-02
simple_12_B_b.png,-3.25E-02,-3.19E-02,-3.02E-02
simple_08_A_c.png,-6.30E-02,-7.10E-02,-8.68E-04
simple_18_A_c.png,1.65E-01,-9.26E-02,-4.33E-02
simple_18_A_b.png,1.30E-01,-1.27E-01,-1.12E-01
simple_08_A_b.png,-1.29E-01,-8.75E-02,-6.40E-03
simple_11_A_a.png,-1.06E-01,-4.18E-02,1.68E-01
simple_01_A_a.png,-6.91E-02,-7.77E-02,-9.09E-02
simple_12_B_c.png,-3.53E-02,-2.11E-02,-3.00E-02
simple_02_B_c.png,-1.59E-01,1.24E-01,2.74E-02
complex_17_A_b.png,8.64E-02,9.10E-02,9.30E-02
complex_07_A_b.png,1.91E-01,6.91E-02,-5.15E-03
simple_10_A_d.png,-8.80E-02,-2.34E-02,-5.60E-02
complex_21_A_b.png,1.97E-01,1.39E-01,2.05E-02
simple_12_B_a.png,-3.02E-02,-2.25E-02,-3.01E-02
simple_02_B_a.png,-1.37E-01,1.05E-01,1.71E-02
simple_11_A_c.png,-1.26E-01,3.03E-02,2.07E-01
simple_01_A_c.png,-4.64E-02,-5.66E-03,-9.04E-02
simple_03_B_d.png,-8.92E-03,-1.93E-02,-5.33E-02
simple_13_B_d.png,-1.67E-01,6.21E-02,9.88E-02
simple_08_A_a.png,-9.49E-02,-1.09E-01,8.96E-03
simple_18_A_a.png,1.08E-01,-1.14E-01,-9.10E-02
simple_19_A_d.png,1.92E-02,-7.74E-02,-7.17E-03
simple_09_A_d.png,-4.12E-02,-5.93E-02,-3.71E-02
simple_01_A_b.png,-1.30E-01,-4.75E-02,-1.03E-01
simple_11_A_b.png,-1.75E-01,-8.53E-02,1.64E-01
complex_07_A_a.png,2.06E-01,3.17E-02,1.40E-02
complex_17_A_a.png,7.69E-02,7.66E-02,8.65E-02
simple_19_B_a.png,6.47E-02,-1.17E-01,-2.15E-02
simple_09_B_a.png,-1.21E-01,-5.46E-02,-2.61E-02
simple_08_B_d.png,-6.82E-02,-7.23E-02,4.97E-02
simple_18_B_d.png,2.17E-01,-3.73E-02,-3.15E-02
simple_10_B_b.png,-8.17E-02,-1.31E-02,2.13E-02
complex_23_A_a.png,1.97E-01,6.65E-02,8.51E-02
simple_03_A_a.png,-2.76E-02,-6.46E-02,-1.03E-01
simple_13_A_a.png,-1.99E-01,8.07E-02,7.40E-02
simple_12_A_d.png,-2.58E-02,-3.49E-02,-4.24E-02
simple_02_A_d.png,-1.91E-01,1.12E-01,8.04E-03
complex_05_A_b.png,1.41E-01,1.44E-01,-1.29E-01
complex_15_A_b.png,9.31E-02,-1.97E-02,2.28E-02
simple_10_B_c.png,-9.29E-02,-2.08E-02,2.42E-02
simple_09_B_b.png,-1.29E-01,-4.65E-02,-4.86E-02
simple_19_B_b.png,3.74E-02,-8.65E-02,-1.00E-02
simple_10_B_a.png,-8.63E-02,-3.51E-02,2.52E-02
complex_23_A_b.png,2.23E-01,7.07E-02,7.69E-02
simple_11_B_d.png,-7.46E-02,-7.93E-02,1.60E-01
simple_01_B_d.png,-1.30E-01,-8.55E-03,-3.00E-03
simple_03_A_c.png,-3.98E-02,-3.51E-02,-2.43E-02
simple_13_A_c.png,-1.44E-01,6.90E-02,8.50E-02
simple_13_A_b.png,-1.46E-01,3.81E-02,4.28E-02
simple_03_A_b.png,-6.46E-02,-7.55E-02,-8.38E-02
complex_15_A_a.png,8.93E-02,-2.58E-02,1.49E-02
complex_05_A_a.png,1.31E-01,1.49E-01,-1.62E-01
simple_19_B_c.png,4.87E-02,-9.24E-02,-2.69E-02
simple_09_B_c.png,-1.31E-01,-4.67E-02,-4.47E-02
simple_18_B_b.png,2.01E-01,-4.79E-02,-3.50E-02
simple_08_B_b.png,-3.75E-02,-5.46E-02,5.13E-02
simple_10_B_d.png,-8.54E-02,-2.88E-02,1.98E-02
simple_12_A_c.png,-2.31E-02,-3.98E-02,-4.45E-02
simple_02_A_c.png,-1.70E-01,1.06E-01,1.92E-02
simple_11_B_a.png,-1.06E-01,-1.71E-02,1.65E-01
simple_01_B_a.png,-9.45E-02,-3.40E-02,2.79E-02
complex_22_A_b.png,2.27E-01,9.05E-02,-5.72E-02
complex_04_A_a.png,1.89E-01,4.93E-02,3.25E-02
complex_14_A_a.png,2.06E-01,8.31E-02,-3.97E-02
simple_02_A_b.png,-2.13E-01,7.59E-02,2.70E-02
simple_12_A_b.png,-9.24E-02,-1.20E-01,-1.19E-01
simple_08_B_c.png,-3.01E-02,-7.01E-02,3.92E-02
simple_18_B_c.png,1.96E-01,-4.45E-02,-2.59E-02
simple_19_B_d.png,3.28E-02,-8.23E-02,-4.12E-02
simple_09_B_d.png,-1.09E-01,-5.76E-02,-5.45E-02
simple_08_B_a.png,-4.41E-02,-4.46E-02,2.36E-02
simple_18_B_a.png,1.87E-01,-6.35E-02,-4.85E-02
simple_01_B_b.png,-1.37E-01,-5.97E-03,8.84E-03
simple_11_B_b.png,-1.04E-01,-3.98E-02,1.81E-01
complex_22_A_a.png,2.68E-01,1.54E-01,-8.80E-02
complex_14_A_b.png,2.33E-01,9.14E-02,-7.19E-02
complex_04_A_b.png,2.20E-01,5.84E-02,4.62E-02
simple_03_A_d.png,-3.62E-02,-4.46E-02,-2.17E-02
simple_13_A_d.png,-1.42E-01,7.62E-02,8.73E-02
simple_11_B_c.png,-9.45E-02,-4.68E-02,1.78E-01
simple_01_B_c.png,-1.53E-01,-2.78E-02,1.12E-02
simple_12_A_a.png,-1.02E-01,-7.69E-02,-6.30E-02
simple_02_A_a.png,-1.93E-01,4.42E-02,2.26E-02